default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_employment_since,installment_as_income_perc,sex,personal_status,other_debtors,present_residence_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
Not default,0 <= ... < 200 DM,21,existing credits paid back duly till now,radio/television,3976.0,unknown/ no savings account,4 <= ... < 7 years,2,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,no checking account,18,existing credits paid back duly till now,car (new),6761.0,unknown/ no savings account,1 <= ... < 4 years,2,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",68,none,rent,2,skilled employee / official,1,none,yes
Not default,no checking account,24,existing credits paid back duly till now,car (new),1249.0,... < 100 DM,... < 1 year,4,male,married,none,2,real estate,28,none,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,9,existing credits paid back duly till now,domestic appliances,1364.0,... < 100 DM,4 <= ... < 7 years,3,male,single,none,4,real estate,59,none,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,12,existing credits paid back duly till now,domestic appliances,709.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,real estate,57,stores,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,20,critical account/ other credits existing (not at this bank),car (new),2235.0,... < 100 DM,1 <= ... < 4 years,4,male,married,guarantor,2,if not A121 : building society savings agreement/ life insurance,33,bank,rent,2,skilled employee / official,1,none,no
Not default,no checking account,24,critical account/ other credits existing (not at this bank),car (used),4042.0,unknown/ no savings account,4 <= ... < 7 years,3,male,single,none,4,if not A121 : building society savings agreement/ life insurance,43,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,15,critical account/ other credits existing (not at this bank),domestic appliances,1471.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,4,unknown / no property,35,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,18,all credits at this bank paid back duly,car (new),1442.0,... < 100 DM,4 <= ... < 7 years,4,male,single,none,4,unknown / no property,32,none,for free,2,unskilled - resident,2,none,yes
Not default,no checking account,36,delay in paying off in the past,car (new),10875.0,... < 100 DM,.. >= 7 years,2,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,no checking account,24,existing credits paid back duly till now,car (new),1474.0,100 <= ... < 500 DM,... < 1 year,4,male,married,none,3,real estate,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,10,existing credits paid back duly till now,retraining,894.0,unknown/ no savings account,4 <= ... < 7 years,4,female,divorced,none,3,if not A121 : building society savings agreement/ life insurance,40,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,15,critical account/ other credits existing (not at this bank),radio/television,3343.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,unknown / no property,28,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,15,existing credits paid back duly till now,car (new),3959.0,... < 100 DM,1 <= ... < 4 years,3,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,9,existing credits paid back duly till now,car (new),3577.0,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,single,guarantor,2,real estate,26,none,rent,1,skilled employee / official,2,none,no
Not default,no checking account,24,critical account/ other credits existing (not at this bank),car (used),5804.0,.. >= 1000 DM,1 <= ... < 4 years,4,male,single,none,2,real estate,27,none,own,2,skilled employee / official,1,none,yes
Default,no checking account,18,delay in paying off in the past,business,2169.0,... < 100 DM,1 <= ... < 4 years,4,male,married,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,24,existing credits paid back duly till now,domestic appliances,2439.0,... < 100 DM,... < 1 year,4,female,divorced,none,4,real estate,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,27,critical account/ other credits existing (not at this bank),radio/television,4526.0,.. >= 1000 DM,... < 1 year,4,male,single,none,2,real estate,32,stores,own,2,unskilled - resident,2,"yes, registered under the customers name",yes
Default,no checking account,10,existing credits paid back duly till now,radio/television,2210.0,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,real estate,25,bank,rent,1,unskilled - resident,1,none,yes
Not default,no checking account,15,existing credits paid back duly till now,radio/television,2221.0,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,none,yes
Not default,< 0 DM,18,existing credits paid back duly till now,domestic appliances,2389.0,... < 100 DM,... < 1 year,4,female,divorced,none,1,"if not A121/A122 : car or other, not in attribute 6",27,stores,own,1,skilled employee / official,1,none,yes
Not default,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,3331.0,... < 100 DM,.. >= 7 years,2,male,single,none,4,if not A121 : building society savings agreement/ life insurance,42,stores,own,1,skilled employee / official,1,none,yes
Not default,no checking account,36,existing credits paid back duly till now,business,7409.0,unknown/ no savings account,.. >= 7 years,3,male,single,none,2,if not A121 : building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1,none,yes
Not default,< 0 DM,12,existing credits paid back duly till now,radio/television,652.0,... < 100 DM,.. >= 7 years,4,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,none,yes
Not default,no checking account,36,delay in paying off in the past,radio/television,7678.0,500 <= ... < 1000 DM,4 <= ... < 7 years,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,6,critical account/ other credits existing (not at this bank),car (new),1343.0,... < 100 DM,.. >= 7 years,1,male,single,none,4,real estate,46,none,own,2,skilled employee / official,2,none,no
Not default,< 0 DM,24,critical account/ other credits existing (not at this bank),business,1382.0,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,single,none,1,real estate,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,15,existing credits paid back duly till now,repairs,874.0,unknown/ no savings account,... < 1 year,4,female,divorced,none,1,real estate,24,none,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,12,existing credits paid back duly till now,radio/television,3590.0,... < 100 DM,1 <= ... < 4 years,2,male,single,co-applicant,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,unskilled - resident,2,none,yes
Not default,0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),car (new),1322.0,.. >= 1000 DM,1 <= ... < 4 years,4,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,skilled employee / official,1,none,yes
Not default,< 0 DM,18,all credits at this bank paid back duly,domestic appliances,1940.0,... < 100 DM,... < 1 year,3,male,single,co-applicant,4,unknown / no property,36,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,36,existing credits paid back duly till now,domestic appliances,3595.0,... < 100 DM,.. >= 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,9,existing credits paid back duly till now,car (new),1422.0,... < 100 DM,... < 1 year,3,male,single,none,2,unknown / no property,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,30,critical account/ other credits existing (not at this bank),domestic appliances,6742.0,unknown/ no savings account,4 <= ... < 7 years,2,male,single,none,3,if not A121 : building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,24,existing credits paid back duly till now,car (used),7814.0,... < 100 DM,4 <= ... < 7 years,3,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,24,existing credits paid back duly till now,car (used),9277.0,unknown/ no savings account,1 <= ... < 4 years,2,male,divorced,none,4,unknown / no property,48,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),car (new),2181.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,real estate,36,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,18,critical account/ other credits existing (not at this bank),domestic appliances,1098.0,... < 100 DM,unemployed,4,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",65,none,own,2,unemployed/ unskilled - non-resident,1,none,yes
Default,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,4057.0,... < 100 DM,4 <= ... < 7 years,3,male,divorced,none,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,12,existing credits paid back duly till now,(vacation - does not exist?),795.0,... < 100 DM,... < 1 year,4,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),business,2825.0,unknown/ no savings account,4 <= ... < 7 years,4,male,single,none,3,unknown / no property,34,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,48,existing credits paid back duly till now,business,15672.0,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,36,critical account/ other credits existing (not at this bank),car (new),6614.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,28,all credits at this bank paid back duly,car (used),7824.0,unknown/ no savings account,... < 1 year,3,male,single,guarantor,4,real estate,40,bank,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,< 0 DM,27,critical account/ other credits existing (not at this bank),business,2442.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",43,stores,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,no checking account,15,critical account/ other credits existing (not at this bank),domestic appliances,1829.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),2171.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,38,bank,own,2,unskilled - resident,1,none,no
Not default,0 <= ... < 200 DM,36,critical account/ other credits existing (not at this bank),car (used),5800.0,... < 100 DM,1 <= ... < 4 years,3,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,18,critical account/ other credits existing (not at this bank),domestic appliances,1169.0,unknown/ no savings account,1 <= ... < 4 years,4,male,single,none,3,if not A121 : building society savings agreement/ life insurance,29,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,36,delay in paying off in the past,car (used),8947.0,unknown/ no savings account,4 <= ... < 7 years,3,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,< 0 DM,21,existing credits paid back duly till now,domestic appliances,2606.0,... < 100 DM,... < 1 year,4,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1592.0,.. >= 1000 DM,4 <= ... < 7 years,3,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,none,no
Not default,no checking account,15,existing credits paid back duly till now,radio/television,2186.0,unknown/ no savings account,4 <= ... < 7 years,1,female,divorced,none,4,real estate,33,bank,rent,1,unskilled - resident,1,none,yes
Default,< 0 DM,18,existing credits paid back duly till now,radio/television,4153.0,... < 100 DM,1 <= ... < 4 years,2,male,single,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,16,critical account/ other credits existing (not at this bank),car (new),2625.0,... < 100 DM,.. >= 7 years,2,male,single,guarantor,4,if not A121 : building society savings agreement/ life insurance,43,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,20,critical account/ other credits existing (not at this bank),car (new),3485.0,unknown/ no savings account,... < 1 year,2,male,divorced,none,4,real estate,44,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,36,critical account/ other credits existing (not at this bank),car (used),10477.0,unknown/ no savings account,.. >= 7 years,2,male,single,none,4,unknown / no property,42,none,for free,2,skilled employee / official,1,none,yes
Not default,no checking account,15,existing credits paid back duly till now,domestic appliances,1386.0,unknown/ no savings account,1 <= ... < 4 years,4,male,married,none,2,real estate,40,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,24,existing credits paid back duly till now,domestic appliances,1278.0,... < 100 DM,.. >= 7 years,4,male,single,none,1,real estate,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,< 0 DM,12,existing credits paid back duly till now,domestic appliances,1107.0,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,real estate,20,none,rent,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,< 0 DM,21,existing credits paid back duly till now,car (new),3763.0,unknown/ no savings account,4 <= ... < 7 years,2,male,single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,none,no
Not default,0 <= ... < 200 DM,36,existing credits paid back duly till now,(vacation - does not exist?),3711.0,unknown/ no savings account,1 <= ... < 4 years,2,male,married,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,15,delay in paying off in the past,car (used),3594.0,... < 100 DM,... < 1 year,1,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,46,none,own,2,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),3195.0,unknown/ no savings account,1 <= ... < 4 years,1,female,divorced,none,2,real estate,33,none,own,1,unskilled - resident,1,none,yes
Not default,no checking account,36,delay in paying off in the past,domestic appliances,4454.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,4,real estate,34,none,own,2,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),radio/television,4736.0,... < 100 DM,... < 1 year,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,30,existing credits paid back duly till now,domestic appliances,2991.0,unknown/ no savings account,.. >= 7 years,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,11,existing credits paid back duly till now,business,2142.0,.. >= 1000 DM,.. >= 7 years,1,male,divorced,none,2,real estate,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,business,3161.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,if not A121 : building society savings agreement/ life insurance,31,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,furniture/equipment,18424.0,... < 100 DM,1 <= ... < 4 years,1,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,32,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no
Not default,no checking account,10,existing credits paid back duly till now,car (used),2848.0,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,single,co-applicant,2,real estate,32,none,own,1,skilled employee / official,2,none,yes
Default,< 0 DM,6,existing credits paid back duly till now,car (new),14896.0,... < 100 DM,.. >= 7 years,1,male,single,none,4,unknown / no property,68,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,24,existing credits paid back duly till now,radio/television,2359.0,100 <= ... < 500 DM,unemployed,1,male,divorced,none,1,if not A121 : building society savings agreement/ life insurance,33,none,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,24,existing credits paid back duly till now,radio/television,3345.0,... < 100 DM,.. >= 7 years,4,male,single,none,2,if not A121 : building society savings agreement/ life insurance,39,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1817.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,2,unknown / no property,28,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,48,delay in paying off in the past,domestic appliances,12749.0,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,9,existing credits paid back duly till now,domestic appliances,1366.0,... < 100 DM,... < 1 year,3,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),2002.0,... < 100 DM,4 <= ... < 7 years,3,male,single,none,4,if not A121 : building society savings agreement/ life insurance,30,none,rent,1,skilled employee / official,2,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,6872.0,... < 100 DM,... < 1 year,2,male,divorced,none,1,if not A121 : building society savings agreement/ life insurance,55,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,12,all credits at this bank paid back duly,car (new),697.0,... < 100 DM,... < 1 year,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",46,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,18,critical account/ other credits existing (not at this bank),radio/television,1049.0,... < 100 DM,... < 1 year,4,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,21,none,rent,1,skilled employee / official,1,none,yes
Default,< 0 DM,48,existing credits paid back duly till now,car (used),10297.0,... < 100 DM,4 <= ... < 7 years,4,male,single,none,4,unknown / no property,39,stores,for free,3,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,no checking account,30,existing credits paid back duly till now,domestic appliances,1867.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",58,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,12,delay in paying off in the past,car (new),1344.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,real estate,43,none,own,2,unskilled - resident,2,none,yes
Not default,< 0 DM,24,existing credits paid back duly till now,radio/television,1747.0,... < 100 DM,... < 1 year,4,male,single,co-applicant,1,if not A121 : building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,none,no
Default,0 <= ... < 200 DM,9,existing credits paid back duly till now,domestic appliances,1670.0,... < 100 DM,... < 1 year,4,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,9,critical account/ other credits existing (not at this bank),car (new),1224.0,... < 100 DM,1 <= ... < 4 years,3,male,single,none,1,real estate,30,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,12,critical account/ other credits existing (not at this bank),domestic appliances,522.0,500 <= ... < 1000 DM,.. >= 7 years,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,42,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,< 0 DM,12,existing credits paid back duly till now,domestic appliances,1498.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,1,"if not A121/A122 : car or other, not in attribute 6",23,bank,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,30,delay in paying off in the past,domestic appliances,1919.0,100 <= ... < 500 DM,... < 1 year,4,male,single,none,3,unknown / no property,30,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes
Default,>= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,domestic appliances,745.0,... < 100 DM,1 <= ... < 4 years,3,female,divorced,none,2,real estate,28,none,own,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,2063.0,... < 100 DM,... < 1 year,4,male,married,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,60,existing credits paid back duly till now,(vacation - does not exist?),6288.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,4,unknown / no property,42,none,for free,1,skilled employee / official,1,none,yes
Not default,no checking account,24,critical account/ other credits existing (not at this bank),car (used),6842.0,unknown/ no savings account,1 <= ... < 4 years,2,male,single,none,4,if not A121 : building society savings agreement/ life insurance,46,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,no checking account,12,existing credits paid back duly till now,car (new),3527.0,unknown/ no savings account,... < 1 year,2,male,single,none,3,if not A121 : building society savings agreement/ life insurance,45,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,no checking account,10,existing credits paid back duly till now,car (new),1546.0,... < 100 DM,1 <= ... < 4 years,3,male,single,none,2,real estate,31,none,own,1,unskilled - resident,2,none,no
Not default,no checking account,24,existing credits paid back duly till now,radio/television,929.0,unknown/ no savings account,4 <= ... < 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,4,critical account/ other credits existing (not at this bank),car (new),1455.0,... < 100 DM,4 <= ... < 7 years,2,male,single,none,1,real estate,42,none,own,3,unskilled - resident,2,none,yes
Not default,< 0 DM,15,existing credits paid back duly till now,radio/television,1845.0,... < 100 DM,... < 1 year,4,female,divorced,guarantor,1,if not A121 : building society savings agreement/ life insurance,46,none,rent,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,car (new),8358.0,500 <= ... < 1000 DM,... < 1 year,1,female,divorced,none,1,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,3349.0,500 <= ... < 1000 DM,... < 1 year,4,male,single,none,4,unknown / no property,30,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,no checking account,12,existing credits paid back duly till now,car (new),2859.0,unknown/ no savings account,unemployed,4,male,single,none,4,unknown / no property,38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,no checking account,18,existing credits paid back duly till now,radio/television,1533.0,... < 100 DM,... < 1 year,4,male,married,co-applicant,1,if not A121 : building society savings agreement/ life insurance,43,none,own,1,unskilled - resident,2,none,yes
Default,no checking account,24,existing credits paid back duly till now,domestic appliances,3621.0,100 <= ... < 500 DM,.. >= 7 years,2,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),business,3590.0,... < 100 DM,unemployed,3,male,married,none,3,"if not A121/A122 : car or other, not in attribute 6",40,none,own,3,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name",yes
Default,< 0 DM,36,delay in paying off in the past,business,2145.0,... < 100 DM,4 <= ... < 7 years,2,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),4113.0,500 <= ... < 1000 DM,... < 1 year,3,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,none,yes
Default,no checking account,36,existing credits paid back duly till now,radio/television,10974.0,... < 100 DM,unemployed,4,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,< 0 DM,12,existing credits paid back duly till now,car (new),1893.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,guarantor,4,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,24,critical account/ other credits existing (not at this bank),domestic appliances,1231.0,.. >= 1000 DM,.. >= 7 years,4,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,57,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,30,critical account/ other credits existing (not at this bank),domestic appliances,3656.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,49,stores,own,2,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),domestic appliances,1154.0,... < 100 DM,.. >= 7 years,2,male,single,none,4,real estate,37,none,own,3,unskilled - resident,1,none,yes
Default,< 0 DM,28,existing credits paid back duly till now,car (new),4006.0,... < 100 DM,1 <= ... < 4 years,3,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,3069.0,100 <= ... < 500 DM,.. >= 7 years,4,male,single,none,4,unknown / no property,30,none,for free,1,skilled employee / official,1,none,yes
Not default,no checking account,6,critical account/ other credits existing (not at this bank),domestic appliances,1740.0,... < 100 DM,.. >= 7 years,2,male,married,none,2,real estate,30,none,rent,2,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,21,delay in paying off in the past,car (new),2353.0,... < 100 DM,1 <= ... < 4 years,1,male,divorced,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,15,existing credits paid back duly till now,car (new),3556.0,unknown/ no savings account,1 <= ... < 4 years,3,male,single,none,2,unknown / no property,29,none,own,1,skilled employee / official,1,none,yes
Default,no checking account,24,existing credits paid back duly till now,domestic appliances,2397.0,500 <= ... < 1000 DM,.. >= 7 years,3,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",35,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,6,existing credits paid back duly till now,education,454.0,... < 100 DM,... < 1 year,3,male,married,none,1,if not A121 : building society savings agreement/ life insurance,22,none,own,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,30,existing credits paid back duly till now,domestic appliances,1715.0,unknown/ no savings account,1 <= ... < 4 years,4,female,divorced,none,1,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,27,critical account/ other credits existing (not at this bank),domestic appliances,2520.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,single,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,2,unskilled - resident,1,none,yes
Not default,no checking account,15,existing credits paid back duly till now,domestic appliances,3568.0,... < 100 DM,.. >= 7 years,4,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",54,bank,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
