default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_employment_since,installment_as_income_perc,sex,personal_status,other_debtors,present_residence_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
Default,0 <= ... < 200 DM,-120,all credits at this bank paid back duly,furniture/equipment,14782.0,100 <= ... < 500 DM,.. >= 7 years,3.0,female,divorced,none,4,unknown / no property,60.0,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,>= 200 DM / salary assignments for at least 1 year,12,all credits at this bank paid back duly,business,609.0,... < 100 DM,... < 1 year,6.129717306931276,female,divorced,none,1,real estate,26.0,none,own,1,unemployed/ unskilled - non-resident,1,none,yes
Not default,0 <= ... < 200 DM,-84,all credits at this bank paid back duly,car (used),9283.0,... < 100 DM,unemployed,1.0,male,single,none,2,unknown / no property,55.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,6,all credits at this bank paid back duly,car (new),945.9608127759142,100 <= ... < 500 DM,... < 1 year,1.0,female,divorced,none,1,if not A121 : building society savings agreement/ life insurance,32.0,stores,own,1,unskilled - resident,1,none,yes
Default,>= 200 DM / salary assignments for at least 1 year,12,all credits at this bank paid back duly,business,609.0,... < 100 DM,... < 1 year,4.0,female,divorced,none,1,real estate,0.0,none,own,1,unemployed/ unskilled - non-resident,1,none,yes
Not default,0 <= ... < 200 DM,30,all credits at this bank paid back duly,radio/television,3496.0,.. >= 1000 DM,1 <= ... < 4 years,3.3078434024889622,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",34.0,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,business,3161.0,... < 100 DM,1 <= ... < 4 years,7.479839348115969,male,single,none,2,if not A121 : building society savings agreement/ life insurance,31.0,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,24,all credits at this bank paid back duly,car (new),2325.0,100 <= ... < 500 DM,4 <= ... < 7 years,2.0,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",-64.0,bank,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,21,all credits at this bank paid back duly,car (new),1647.0,unknown/ no savings account,1 <= ... < 4 years,1.2881212157374917,male,single,none,2,if not A121 : building society savings agreement/ life insurance,40.0,none,own,2,unskilled - resident,2,none,yes
Default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,6416.0,... < 100 DM,.. >= 7 years,6.605444995298939,female,divorced,none,3,unknown / no property,59.0,none,rent,1,skilled employee / official,1,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,3552.0,... < 100 DM,4 <= ... < 7 years,2.721989323139059,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",27.0,bank,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,-6045.813383742569,... < 100 DM,... < 1 year,2.0,male,divorced,none,1,if not A121 : building society savings agreement/ life insurance,55.0,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,3566.0,100 <= ... < 500 DM,4 <= ... < 7 years,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",30.0,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,72,all credits at this bank paid back duly,repairs,3990.0,unknown/ no savings account,... < 1 year,3.0,female,divorced,none,2,unknown / no property,0.1578947368421052,bank,own,1,unemployed/ unskilled - non-resident,1,none,yes
Default,0 <= ... < 200 DM,24,all credits at this bank paid back duly,(vacation - does not exist?),1837.0,... < 100 DM,4 <= ... < 7 years,4.0,female,divorced,none,4,unknown / no property,68.0,bank,for free,1,unskilled - resident,1,none,yes
Not default,no checking account,24,all credits at this bank paid back duly,business,1559.0,... < 100 DM,4 <= ... < 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",0.0,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,car (new),1193.0,... < 100 DM,unemployed,1.6817291809685355,female,divorced,co-applicant,4,unknown / no property,29.0,none,rent,2,unemployed/ unskilled - non-resident,1,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,radio/television,2483.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,-44.0,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,6,all credits at this bank paid back duly,domestic appliances,1750.0,500 <= ... < 1000 DM,.. >= 7 years,2.0,male,single,none,4,if not A121 : building society savings agreement/ life insurance,45.0,bank,own,1,unskilled - resident,2,none,yes
Default,0 <= ... < 200 DM,0,all credits at this bank paid back duly,car (used),5129.0,... < 100 DM,.. >= 7 years,2.0,female,divorced,none,4,unknown / no property,74.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,no checking account,-30,all credits at this bank paid back duly,domestic appliances,1569.0,100 <= ... < 500 DM,.. >= 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",34.0,bank,own,1,unskilled - resident,2,none,yes
Default,< 0 DM,12,all credits at this bank paid back duly,car (new),697.0,... < 100 DM,... < 1 year,8.573914025607676,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",46.0,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,10,all credits at this bank paid back duly,domestic appliances,908.7527148961213,... < 100 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,23.0,stores,own,1,unskilled - resident,1,none,yes
Not default,no checking account,6,all credits at this bank paid back duly,car (new),-1102.4507547184794,unknown/ no savings account,1 <= ... < 4 years,1.0,male,single,guarantor,2,real estate,26.0,stores,own,1,unskilled - resident,2,none,yes
Default,< 0 DM,48,all credits at this bank paid back duly,furniture/equipment,1358.0,unknown/ no savings account,.. >= 7 years,4.0,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",40.0,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,60,all credits at this bank paid back duly,furniture/equipment,14782.0,100 <= ... < 500 DM,.. >= 7 years,-3.478333159621153,female,divorced,none,4,unknown / no property,60.0,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,12,all credits at this bank paid back duly,domestic appliances,2149.0,... < 100 DM,1 <= ... < 4 years,4.0,male,divorced,none,1,unknown / no property,29.0,none,for free,1,skilled employee / official,1,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,car (used),1292.8261540509409,... < 100 DM,1 <= ... < 4 years,1.0,female,divorced,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",22.0,bank,rent,1,skilled employee / official,1,none,no
Not default,< 0 DM,18,all credits at this bank paid back duly,domestic appliances,1940.0,... < 100 DM,... < 1 year,3.0,male,single,co-applicant,4,unknown / no property,0.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,business,6664.002062634782,... < 100 DM,1 <= ... < 4 years,4.0,male,single,none,2,if not A121 : building society savings agreement/ life insurance,31.0,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,6872.0,... < 100 DM,... < 1 year,1.5943902373129897,male,divorced,none,1,if not A121 : building society savings agreement/ life insurance,55.0,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,21,all credits at this bank paid back duly,car (new),1982.7942726824597,unknown/ no savings account,1 <= ... < 4 years,4.0,male,single,none,2,if not A121 : building society savings agreement/ life insurance,40.0,none,own,2,unskilled - resident,2,none,yes
Not default,no checking account,12,all credits at this bank paid back duly,retraining,3447.0,500 <= ... < 1000 DM,1 <= ... < 4 years,6.641474773973023,female,divorced,none,3,real estate,35.0,none,own,1,unskilled - resident,2,none,yes
Default,< 0 DM,36,all credits at this bank paid back duly,radio/television,2746.0,... < 100 DM,.. >= 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",0.0,bank,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,6,all credits at this bank paid back duly,(vacation - does not exist?),1198.0,... < 100 DM,.. >= 7 years,4.0,female,divorced,none,4,unknown / no property,0.0,none,for free,1,skilled employee / official,1,none,yes
Not default,>= 200 DM / salary assignments for at least 1 year,12,all credits at this bank paid back duly,domestic appliances,409.0,.. >= 1000 DM,1 <= ... < 4 years,3.0,female,divorced,none,3,real estate,-42.0,none,rent,2,skilled employee / official,1,none,yes
Not default,no checking account,12,all credits at this bank paid back duly,retraining,3447.0,500 <= ... < 1000 DM,1 <= ... < 4 years,-4.95876463740116,female,divorced,none,3,real estate,35.0,none,own,1,unskilled - resident,2,none,yes
Not default,no checking account,30,all credits at this bank paid back duly,domestic appliances,1569.0,100 <= ... < 500 DM,.. >= 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",34.0,bank,own,1,unskilled - resident,2,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,furniture/equipment,1358.0,unknown/ no savings account,.. >= 7 years,2.286163088290317,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",40.0,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,< 0 DM,0,all credits at this bank paid back duly,radio/television,2483.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,22.0,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,6,all credits at this bank paid back duly,(vacation - does not exist?),1198.0,... < 100 DM,.. >= 7 years,1.269002742960946,female,divorced,none,4,unknown / no property,35.0,none,for free,1,skilled employee / official,1,none,yes
Default,< 0 DM,48,all credits at this bank paid back duly,business,2690.5301489416224,... < 100 DM,4 <= ... < 7 years,2.0,female,divorced,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",37.0,none,rent,1,skilled employee / official,1,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,furniture/equipment,1358.0,unknown/ no savings account,.. >= 7 years,4.0,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",-80.0,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,15,all credits at this bank paid back duly,domestic appliances,1569.0,100 <= ... < 500 DM,.. >= 7 years,7.766760812912215,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",34.0,bank,own,1,unskilled - resident,2,none,yes
Default,< 0 DM,-48,all credits at this bank paid back duly,domestic appliances,1546.0,... < 100 DM,4 <= ... < 7 years,4.0,male,single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",24.0,bank,rent,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,42,all credits at this bank paid back duly,car (used),9283.0,... < 100 DM,unemployed,1.0,male,single,none,2,unknown / no property,110.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,-72,all credits at this bank paid back duly,domestic appliances,1546.0,... < 100 DM,4 <= ... < 7 years,4.0,male,single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",24.0,bank,rent,1,unskilled - resident,1,none,yes
Default,< 0 DM,21,all credits at this bank paid back duly,car (new),1647.0,unknown/ no savings account,1 <= ... < 4 years,4.0,male,single,none,2,if not A121 : building society savings agreement/ life insurance,0.0,none,own,2,unskilled - resident,2,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,5398.218956867977,... < 100 DM,4 <= ... < 7 years,3.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",27.0,bank,own,1,skilled employee / official,1,none,yes
Not default,no checking account,15,all credits at this bank paid back duly,domestic appliances,1569.0,100 <= ... < 500 DM,.. >= 7 years,11.126997888599735,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",34.0,bank,own,1,unskilled - resident,2,none,yes
Default,no checking account,18,all credits at this bank paid back duly,car (new),6458.0,... < 100 DM,.. >= 7 years,2.0,male,single,none,4,unknown / no property,39.0,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
